sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:measurementUnit,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:Valuepercentiles,ADD_INFO:omopQuantity,ADD_INFO:testNameAbbreviation,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
fs-kol-hdl[mmol/l],fs-kol-hdl[mmol/l],146280,,mmol/l,2002402593,"fS-kolesteroli, high density lipoproteiinit",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.2, 1, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.71, 2,_ ]",Substance Concentration,fs-kol-hdl,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3023602,Cholesterol in HDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
fs-kol-ldl[mmol/l],fs-kol-ldl[mmol/l],146278,,mmol/l,2002402595,"fS-kolesteroli, low density lipoproteiinit",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.4, 2.1, 2.4, 2.7, 3, 3.2, 3.4, 3.7, 4, 4.5,_ ]",Substance Concentration,fs-kol-ldl,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3001308,Cholesterol in LDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
fs-kol[mmol/l],fs-kol[mmol/l],146037,,mmol/l,2002402590,fS-Kolesteroli,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.6, 3.9, 4.3, 4.6, 4.9, 5.1, 5.4, 5.7, 6, 6.5,_ ]",Substance Concentration,fs-kol,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3019900,Cholesterol [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-cl[mmol/l],p-cl[mmol/l],139489,,mmol/l,2002404133,"Kloridi, plasma",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ -6.7, 96, 100, 102, 104, 105, 106, 108, 109, 111,_ ]",Substance Concentration,p-cl,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3014576,Chloride [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-d-25[nmol/l],s-d-25[nmol/l],137911,,nmol/l,2002406158,"D -vitamiini-25-OH, paketti",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 8, 43, 53, 60, 66, 72, 79, 86, 96, 112,_ ]",Substance Concentration,s-d-25,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,40771025,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-psa[ug/l],p-psa[ug/l],136652,,ug/l,2002404694,P -Prostataspesifinen antigeeni,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.32, 0.59, 0.85, 1.2, 1.63, 2.3, 3.35, 5.05, 8.6,_ ]",Mass Concentration,p-psa,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
fs-krea[umol/l],fs-krea[umol/l],135839,,umol/l,2002402608,fS-Kreatiniini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 16, 58, 63, 67, 71, 74, 78, 82, 87, 95,_ ]",Substance Concentration,fs-krea,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3020564,Creatinine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
ab-pco2[kpa],ab-pco2[kpa],134452,,kpa,2002400492,"pCO2, hiilidioksidiosapaine",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.9, 4, 4.4, 4.7, 4.9, 5.2, 5.4, 5.7, 6, 6.8,_ ]",Partial pressure,ab-pco2,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3027946,Carbon dioxide [Partial pressure] in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
ab-po2[kpa],ab-po2[kpa],133260,,kpa,2002400506,"pO2, happiosapaine",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.7, 7.7, 8.7, 9.5, 10.2, 10.9, 11.9, 13, 14.9, 19.4,_ ]",Partial pressure,ab-po2,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3027801,Oxygen [Partial pressure] in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
p-ferrit[ug/l],p-ferrit[ug/l],132569,,ug/l,2002404196,P -Ferritiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1, 12, 20, 29, 41, 57, 82, 121, 191, 354,_ ]",Mass Concentration,p-ferrit,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3001122,Ferritin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-t4-v[pmol/l],s-t4-v[pmol/l],120584,,pmol/l,2002408041,"S -Tyroksiini, vapaa",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2, 11.28, 12, 13, 13.58, 14.05, 14.9, 15.5, 16.35, 17.7,_ ]",Substance Concentration,s-t4-v,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3008486,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-ck[u/l],p-ck[u/l],120557,,u/l,2002404127,P -Kreatiinikinaasi,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 7, 44, 59, 73, 88, 107, 132, 171, 247, 484,_ ]",Catalytic Concentration,p-ck,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-ca-ion.[mmol/l],p-ca-ion.[mmol/l],115347,,mmol/l,2002404111,"P -Kalsium, ionisoitunut",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.22, 1.05, 1.09, 1.12, 1.15, 1.17, 1.19, 1.21, 1.24, 1.28,_ ]",Substance Concentration,p-ca-ion.,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3016431,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-tsh[mu/l],s-tsh[mu/l],114006,,mu/l,2002408196,S -Tyreotropiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.69, 0.99, 1.2, 1.44, 1.7, 1.96, 2.3, 2.8, 3.6,_ ]",Arbitrary Concentration,s-tsh,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3009201,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
l-lymf[%],l-lymf[%],113731,,%,2002403275,"Lymfosyytit, absol. arvot",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 13.5, 19, 23, 26, 29, 32, 35.5, 40, 46,_ ]",Number Fraction,l-lymf,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3002030,Lymphocytes/100 leukocytes in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
p-ca[mmol/l],p-ca[mmol/l],112659,,mmol/l,2002404100,P -Kalsium,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.18, 2.2, 2.26, 2.3, 2.34, 2.37, 2.4, 2.43, 2.47, 2.53,_ ]",Substance Concentration,p-ca,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3015377,Calcium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
ab-be[mmol/l],ab-be[mmol/l],112645,,mmol/l,2002400409,"Emäsylimäärä, valtimoveri",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ -29.7, -3.6, -1.2, 0.3, 1, 1.8, 2.7, 3.8, 5.3, 7.8,_ ]",Substance Concentration,ab-be,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3003396,Base excess in Arterial blood by calculation,Measurement,MAPS_TO,,Javier,1717545600000,
b-lymf[e9/l],b-lymf[e9/l],108200,,e9/l,2002401286,B -Lymfosyyttien lukumäärä,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.92, 1.2, 1.42, 1.62, 1.81, 2.01, 2.26, 2.56, 3.02,_ ]",Number Concentration,b-lymf,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3019198,Lymphocytes [#/volume] in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
b-erblast[e9/l],b-erblast[e9/l],107724,,e9/l,2002400997,"B -Erytroblastit, absoluuttiset, automaattidiffi",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,_ ]",Number Concentration,b-erblast,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3021589,Normoblasts [#/volume] in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
s-gt[u/l],s-gt[u/l],103651,,u/l,2002406484,S -Glutamyylitransferaasi,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 4, 12, 15, 18, 21, 25, 31, 39, 52, 80,_ ]",Catalytic Concentration,s-gt,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3026910,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-probnp[ng/l],p-probnp[ng/l],101786,,ng/l,2002404650,"P -Natriureettinen peptidi, B-tyypin N-terminaalinen propeptidi",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 5, 69.8, 128, 218, 366, 620, 1037, 1620, 2576, 4610,_ ]",Mass Concentration,p-probnp,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3029187,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
u-lier[e6/l],u-lier[e6/l],97384,,e6/l,2002409019,U -Lieriöt,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 0, 0, 0, 0, 0.97, 1.1,_ ]",Number Concentration,u-lier,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3030467,Casts [#/volume] in Urine by Automated count,Measurement,MAPS_TO,,Javier,1717545600000,
s-ferrit[ug/l],s-ferrit[ug/l],94346,,ug/l,2002406346,S -Ferritiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1, 12, 18.7, 25.7, 33.7, 43, 56, 76, 108.4, 178,_ ]",Mass Concentration,s-ferrit,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3001122,Ferritin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-uraat[umol/l],p-uraat[umol/l],93185,,umol/l,2002404855,P -Uraatti,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 12, 228, 268, 300, 329, 357, 387, 422, 463, 525,_ ]",Substance Concentration,p-uraat,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3026493,Urate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
l-ly[%],l-ly[%],92133,,%,2002403270,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 13.3, 19, 23, 26, 29.3, 32.7, 36, 40.5, 47.2,_ ]",Number Fraction,l-ly,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3002030,Lymphocytes/100 leukocytes in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
u-epit[e6/l],u-epit[e6/l],90967,,e6/l,2002408869,U -Epiteelisolut,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.2, 1, 1, 2, 3, 4, 6, 9, 17,_ ]",Number Concentration,u-epit,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3000850,Epithelial cells [#/volume] in Urine,Measurement,MAPS_TO,,Javier,1717545600000,
ab-hb-met[%],ab-hb-met[%],88894,,%,2002400437,aB-Methemoglobiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ -1.9, 0.2, 0.3, 0.5, 0.6, 0.7, 0.8, 1, 1.1, 1.3,_ ]",Mass fraction,ab-hb-met,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3006217,Methemoglobin/Hemoglobin.total in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
ab-hb[g/l],ab-hb[g/l],88490,,g/l,2002400431,"Hemoglobiini (totaali), valtimoveri",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 30, 87, 94, 100, 106, 112, 118, 125, 133, 144,_ ]",Mass Concentration,ab-hb,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3002173,Hemoglobin [Mass/volume] in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
u-albkre[mg/mmol],u-albkre[mg/mmol],88046,,mg/mmol,2002408807,U -Albumiinin ja kreatiniinin suhde,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.3, 0.42, 0.6, 0.9, 1.4, 2.3, 4.6, 12.1, 46.8,_ ]",Ratio,u-albkre,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3020682,Albumin/Creatinine [Ratio] in Urine,Measurement,MAPS_TO,,Javier,1717545600000,
ab-hbo2[%],ab-hbo2[%],87323,,%,2002400445,aB-Oksihemoglobiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.1, 89.7, 92, 93.2, 94, 95, 95.8, 96, 97, 97.8,_ ]",Mass fraction,ab-hbo2,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3014007,Fractional oxyhemoglobin in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
ab-hb-co[%],ab-hb-co[%],86944,,%,2002400432,"aB-Hemoglobiini, hiilimonoksidi",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ -0.7, 0.4, 0.7, 0.9, 1.1, 1.3, 1.5, 1.7, 2, 2.4,_ ]",Mass fraction,ab-hb-co,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3028653,Carboxyhemoglobin/Hemoglobin.total in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
u-alb[mg/l],u-alb[mg/l],83685,,mg/l,2002408794,"Albumiini, laskennallinen",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 3, 4, 5.5, 7, 10, 14.8, 24, 51, 150,_ ]",Mass Concentration,u-alb,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3012516,Albumin [Mass/volume] in Urine,Measurement,MAPS_TO,,Javier,1717545600000,
s-crp[mg/l],s-crp[mg/l],82535,,mg/l,2002406139,S -C-reaktiivinen proteiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.76, 2.02, 5, 8, 12, 16, 23, 36, 61,_ ]",Mass Concentration,s-crp,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3020460,C reactive protein [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-mg[mmol/l],p-mg[mmol/l],77914,,mmol/l,2002404570,P -Magnesium,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.12, 0.64, 0.71, 0.75, 0.78, 0.81, 0.83, 0.86, 0.9, 0.95,_ ]",Substance Concentration,p-mg,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3012095,Magnesium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
fp-laktaat[mmol/l],fp-laktaat[mmol/l],75404,,mmol/l,2002402469,Laktaattipaketti,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ -0.1, 0.6, 0.7, 0.8, 0.9, 1.1, 1.2, 1.4, 1.8, 2.4,_ ]",Substance Concentration,fp-laktaat,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3014111,Lactate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
ab-hbo2sat[%],ab-hbo2sat[%],74330,,%,2002400450,aB-Happikyllästeisyys (hemoglobiini),LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.1, 90.3, 94, 95.5, 96.6, 97.4, 98, 98.6, 99, 99.5,_ ]",Mass fraction,ab-hbo2sat,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3016502,Oxygen saturation in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
ab-o2-vol[%],ab-o2-vol[%],73151,,%,2002400486,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2.5, 11.6, 12.6, 13.3, 14.1, 14.9, 15.7, 16.6, 17.6, 19,_ ]",Volume Fraction,ab-o2-vol,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,40762366,Oxygen capacity [Volume Fraction] in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
p-tni[ng/l],p-tni[ng/l],68254,,ng/l,2002404750,Troponiini I -paketti,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 4, 5, 7, 10, 14, 22, 38, 79, 284,_ ]",Mass Concentration,p-tni,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3021337,Troponin I.cardiac [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-ca-albk[mmol/l],p-ca-albk[mmol/l],67908,,mmol/l,2002404106,"P -Kalsium, albumiinikorjattu",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.58, 2.33, 2.38, 2.41, 2.44, 2.46, 2.49, 2.52, 2.56, 2.63,_ ]",Substance Concentration,p-ca-albk,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3020059,Calcium [Moles/volume] corrected for albumin in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-b12-tc2[pmol/l],s-b12-tc2[pmol/l],67685,,pmol/l,2002405795,"S -B12-vitamiini, transkobalamiini II:een sitoutunut",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1, 50, 63.4, 74, 84, 93, 102, 111.8, 121, 134,_ ]",Substance Concentration,s-b12-tc2,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,43054903,Holo-transcobalamin II [Moles/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
p-hco3[mmol/l],p-hco3[mmol/l],66345,,mmol/l,2002404370,P -Aktuaalinen bikarbonaatti,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2, 20.6, 22, 23.2, 24, 25, 26, 27, 28, 30,_ ]",Substance Concentration,p-hco3,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3016293,Bicarbonate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-inr[inr],p-inr[inr],66218,,inr,2002404396,"P -Tromboplastiiniaika, INR-tulostus",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.8, 1.1, 1.4, 1.9, 2.1, 2.3, 2.4, 2.6, 2.8, 3.1,_ ]",Relative time,p-inr,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3022217,INR in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,,Javier,1717545600000,
s-k[mmol/l],s-k[mmol/l],65779,,mmol/l,2002406821,S -Kalium,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 2.4, 3.9, 4, 4.1, 4.2, 4.2, 4.3, 4.4, 4.5, 4.6,_ ]",Substance Concentration,s-k,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3023103,Potassium [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-ld[u/l],p-ld[u/l],64836,,u/l,2002404539,P -Laktaattidehydrogenaasi,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 63, 165, 183, 197, 211, 226, 244, 269, 309, 400,_ ]",Catalytic Concentration,p-ld,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3022250,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,Measurement,MAPS_TO,,Javier,1717545600000,
s-cdt[%],s-cdt[%],64157,,%,2002406002,"Desialotransferriini, paketti",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.7, 0.9, 1.2, 1.4, 1.5, 1.6, 1.7, 1.9, 2.4,_ ]",Mass fraction,s-cdt,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3003031,Transferrin.carbohydrate deficient.disialo/Transferrin.total in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
p-kol-ldl[mmol/l],p-kol-ldl[mmol/l],63549,,mmol/l,2002404459,"P -Kolesteroli, low density lipoproteiinit",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.2, 1.5, 1.8, 2, 2.3, 2.5, 2.8, 3.2, 3.6, 4.1,_ ]",Substance Concentration,p-kol-ldl,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3001308,Cholesterol in LDL [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
e-retik[%],e-retik[%],63022,,%,2002402171,E -Retikulosyytit,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.8, 1, 1.2, 1.4, 1.5, 1.7, 2, 2.4, 3.5,_ ]",Number Fraction,e-retik,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3027945,Reticulocytes/100 erythrocytes in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
vb-pco2[kpa],vb-pco2[kpa],62125,,kpa,2002409349,vB-Hiilidioksidiosapaine,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.4, 4.7, 5.1, 5.3, 5.6, 5.8, 6.1, 6.3, 6.7, 7.2,_ ]",Partial pressure,vb-pco2,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3021447,Carbon dioxide [Partial pressure] in Venous blood,Measurement,MAPS_TO,,Javier,1717545600000,
ab-hco3-st[mmol/l],ab-hco3-st[mmol/l],60669,,mmol/l,2002400458,aB-Standardibikarbonaatti,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 3, 20, 22, 23, 24, 25, 26, 27, 28, 29,_ ]",Substance Concentration,ab-hco3-st,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3014218,Bicarbonate [Moles/volume] standard in Arterial blood,Measurement,MAPS_TO,,Javier,1717545600000,
fp-pi[mmol/l],fp-pi[mmol/l],60284,,mmol/l,2002402490,"fP-Fosfaatti, epäorgaaninen",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.1, 0.77, 0.89, 0.98, 1.06, 1.14, 1.24, 1.35, 1.51, 1.78,_ ]",Substance Concentration,fp-pi,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3003458,Phosphate [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-tsh[miu/l],s-tsh[miu/l],59817,,miu/l,2002408197,S -Tyreotropiini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0.01, 0.68, 0.98, 1.2, 1.42, 1.65, 1.91, 2.23, 2.7, 3.52,_ ]",Arbitrary Concentration,s-tsh,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3009201,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
u-keto-o[estimate],u-keto-o[estimate],58791,,estimate,2002408962,U -Asetoniaineet (kval),LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,_ ]",Presence or Threshold,u-keto-o,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3035350,Ketones [Presence] in Urine by Test strip,Measurement,MAPS_TO,,Javier,1717545600000,
cb-pco2[kpa],cb-pco2[kpa],57559,,kpa,2002401783,cB-Hiilidioksidiosapaine,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 1.4, 4.2, 4.5, 4.8, 5, 5.2, 5.4, 5.7, 6.1, 6.8,_ ]",Partial pressure,cb-pco2,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3023024,Carbon dioxide [Partial pressure] in Capillary blood,Measurement,MAPS_TO,,Javier,1717545600000,
u-gluk-o[estimate],u-gluk-o[estimate],57340,,estimate,2002408914,U -Glukoosi (kval),LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,_ ]",Presence or Threshold,u-gluk-o,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3009261,Glucose [Presence] in Urine by Test strip,Measurement,MAPS_TO,,Javier,1717545600000,
b-mono[e9/l],b-mono[e9/l],56339,,e9/l,2002401319,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,"[ 0, 0.3, 0.4, 0.45, 0.5, 0.57, 0.6, 0.7, 0.8, 0.92,_ ]",Number Concentration,b-mono,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3001604,Monocytes [#/volume] in Blood,Measurement,MAPS_TO,,Javier,1717545600000,
