OMOP Concept ID	Lab test ID	Lab test abbreviation	Lab test unit
3001788	10026168	s-aldos	pmol/l
3001788	1654951	s-aldos	pmol/l
3001788	645232	p-aldos	pmol/l
3001788	7022816	s-aldos	pmol/l
3001850	2547	p-fxi	%
3001850	2547	p-fxi	binary
3001850	3002547	p-fxi	%
3001850	615931	p-fxi	%
3001850	9824	p-fxi	%
3001850	7355707	p-fxi	%
3001893	164	pf-eos	%
3001964	1614	-hsvag	binary
3002022	4448	p-pc-ag	%
3002030	9235	l-lymf(a)	%
3002030	46	l-lymf	%
3002030	191	l-lymfos	%
3002030	3009235	l-lymf(a)	%
3002030	9212	l-lymf	%
3002030	46	l-lymf	%
3002030	10453	l-lymf	%
3002030	9235	l-lymf(a)	binary
3002030	3009235	l-lymf(a)	binary
3002030	9235	l-lymf	%
3002030	10004	l-lymf	%
3002030	46	l-lymf	binary
3002030	600	l-lymf	%
3002030	495	l-lymfos	%
3002030	9205	l-lymf	%
3002030	2629126	l-lymf(a)	binary
3002030	3629126	l-lymf(a)	binary
3002030	3000046	l-lymf	binary
3002030	9235	l-lymf	binary
3002030	1000191	l-lymfos	binary
3002030	9310	l-lymf	%
3002030	904	l-lymf	%
3002030	10465	l-lymf	%
3002030	602619	l-lymf	%
3002030	1629126	l-lymf(a)	binary
3002030	602966	l-lymf	%
3002030	9212	l-lymf	binary
3002030	191	l-lymfos	binary
3002030	632297	l-lymf	%
3002030	4009235	l-lymf(a)	%
3002030	9023	l-lymf	%
3002030	600316	l-lymfos	%
3002030	211	l-lymf	%
3002030	185	l-lymf	%
3002030	16031	l-lymf	%
3002030	100495	l-lymf	binary
3002030	9205	l-lymf	binary
3002030	1000600	l-lymf	binary
3002030	604942	l-lymf	%
3002030	50124	l-lymf	%
3002030	46	l-lymf	NA
3002030	495	l-lymf	%
3002030	366	l-lymf	binary
3002030	4009235	l-lymf(a)	binary
3002030	15	l-lymf	binary
3002030	903	l-lymf	binary
3002030	10017	l-lymf	%
3002030	600	l-lymf	binary
3002030	291	l-lymfos	%
3002030	602635	l-lymf	%
3002030	603000	l-lymf	%
3002030	54	l-lymf	%
3002030	603668	l-lymf	%
3002030	604942	l-lymf	binary
3002030	1654839	l-lymf	%
3002030	600340	l-lymf	%
3002030	904	l-lymf	binary
3002030	9021	l-lymf	%
3002030	604934	l-lymf	%
3002030	79	l-lymf	binary
3002030	625866	l-lymf	%
3002030	643782	l-lymf	%
3002030	602635	l-lymf	binary
3002030	10453	l-lymf	binary
3002030	604934	l-lymf	binary
3002030	608884	l-lymf	binary
3002030	495	l-lymf	binary
3002030	602619	l-lymf	binary
3002030	603668	l-lymf	binary
3002030	46	l-lymf	binary
3002030	45080	l-lymf	binary
3002030	602966	l-lymf	binary
3002030	907	l-lymf	%
3002030	603000	l-lymf	binary
3002030	186	l-lymf	binary
3002032	152	vb-be	mmol/l
3002032	152	vb-be	binary
3002079	2376	du-na	mmol
3002079	23760	du-na	mmol
3002079	2376	du-na	binary
3002079	3002376	du-na	mmol
3002079	2376	du-na	mmol/24h
3002079	6002376	du-na	mmol
3002079	1102376	du-na	mmol
3002079	618251	du-na	mmol
3002079	3023760	du-na	mmol
3002079	102376	du-na	mmol
3002079	2376	du-na	mmol/l
3002079	4002376	du-na	mmol
3002079	1002376	du-na	mmol
3002148	6171	u-mdma-o	binary
3002148	619117	u-mdma-o	binary
3002148	622498	u-mdma-o	binary
3002148	652480	u-mdma-o	binary
3002148	3662381	u-mdma-o	binary
3002148	1665700	u-mdma-o	binary
3002148	3967420	u-mdma-o	binary
3002148	609233	u-mdma-o	binary
3002148	647656	u-mdma-o	binary
3002148	2927107	u-mdma-o	binary
3002173	19530	ab-hb	g/l
3002173	4945	ab-hb	g/l
3002173	69	ab-hb	g/l
3002173	5384	ab-hb	g/l
3002173	19530	ab-hb	binary
3002173	9827	ab-hb	g/l
3002173	20597	ab-hblask	g/l
3002173	10091	ab-hb	g/l
3002173	608630	ab-hb	g/l
3002179	677	l-metamye	%
3002179	345	l-metam	%
3002179	677	l-metamye	%
3002179	677	l-metamye	binary
3002179	50129	l-metam	%
3002179	303	l-metamye	%
3002179	9207	l-metamye	%
3002179	3000677	l-metamye	binary
3002179	602631	l-metam	%
3002179	345	l-metam	binary
3002179	600337	l-metam	%
3002179	632312	l-metamye	%
3002179	9207	l-metam	%
3002179	9207	l-metamye	binary
3002179	1654834	l-metamye	%
3002179	677	l-metamye	NA
3002179	604936	l-metamye	binary
3002256	4056	ts-pad-3	binary
3002256	619441	ts-pad-3	binary
3002256	1104056	ts-pad-3	binary
3002256	2104056	ts-pad-3	binary
3002256	104056	ts-pad-3	binary
3002256	5017810	ts-pad-3	binary
3002331	2512	as-prot	g/l
3002331	2512	as-prot	binary
3002331	3002512	as-prot	g/l
3002331	1002512	as-prot	g/l
3002348	1509	p-fxii	%
3002348	1509	p-fxii	binary
3002348	3001509	p-fxii	%
3002348	9825	p-fxii	%
3002348	7355702	p-fxii	%
3002385	20408	e-rdw	%
3002385	19976	e-rdw	%
3002385	11086	e-rdw	%
3002385	450	e-rdw	%
3002385	619260	e-rdw	%
3002385	1349	e-rdw	%
3002385	50498	e-rdw	%
3002385	10838	e-rdw	%
3002385	19976	e-rdw	binary
3002385	649166	e-rdw	binary
3002385	20408	e-rdw	binary
3002385	619260	e-rdw	binary
3002385	632931	e-rdw	%
3002385	3895985	e-rdw	%
3002385	620477	e-rdw	%
3002385	2895985	e-rdw	%
3002385	630871	e-rdw	%
3002385	11086	e-rdw	binary
3002385	7370521	e-rdw	%
3002385	632291	e-rdw	%
3002385	2644100	e-rdw	%
3002385	629909	e-rdw	%
3002385	1631804	e-rdw	binary
3002385	615255	e-rdw	%
3002385	838	e-rdw	%
3002385	3635986	e-rdw	binary
3002385	10067352	e-rdw	%
3002385	649166	e-rdw	%
3002385	606834	e-rdw	binary
3002385	7150	e-rdw	%
3002385	10067349	e-rdw	%
3002385	630092	e-rdw	%
3002385	9120	e-rdw	%
3002385	643282	e-rdw	%
3002385	630871	e-rdw	binary
3002385	632931	e-rdw	binary
3002385	19120	e-rdw	%
3002385	10048	e-rdw	%
3002385	615255	e-rdw	binary
3002385	625121	e-rdw	%
3002385	2644100	e-rdw	binary
3002385	622255	e-rdw	%
3002385	10201	e-rdw	%
3002385	620578	e-rdw	%
3002385	644812	e-rdw	%
3002385	10036	e-rdw	%
3002385	644812	e-rdw	binary
3002385	10001	e-rdw	%
3002385	3631804	e-rdw	binary
3002385	620477	e-rdw	binary
3002385	3895985	e-rdw	binary
3002385	2631804	e-rdw	binary
3002385	7022990	e-rdw	%
3002385	10016	e-rdw	%
3002385	2895985	e-rdw	binary
3002385	10050	e-rdw	%
3002385	20408	e-rdw	NA
3002385	2474	e-rdw	%
3002385	9120	e-rdw	binary
3002385	7150	e-rdw	binary
3002385	10082	e-rdw	%
3002385	10035	e-rdw	%
3002385	643282	e-rdw	binary
3002385	10325	e-rdw	%
3002385	10037	e-rdw	%
3002385	450	e-rdw	binary
3002385	10838	e-rdw	binary
3002385	10102	e-rdw	%
3002385	838	e-rdw	binary
3002385	621852	e-rdw	%
3002385	10150	e-rdw	%
3002385	2475	e-rdw	%
3002385	10008	e-rdw	%
3002385	10003	e-rdw	%
3002385	3696	e-rdw	%
3002385	10106	e-rdw	%
3002385	10101	e-rdw	%
3002385	10107	e-rdw	%
3002385	10108	e-rdw	%
3002385	19976	e-rdw	NA
3002385	625121	e-rdw	binary
3002385	1349	e-rdw	binary
3002385	622255	e-rdw	binary
3002385	10064	e-rdw	%
3002385	10115	e-rdw	%
3002385	10114	e-rdw	%
3002385	2473	e-rdw	%
3002385	629909	e-rdw	binary
3002385	10067	e-rdw	%
3002385	260	e-rdw	%
3002385	620578	e-rdw	binary
3002434	12610	s-dnanab.	kiu/l
3002434	3012610	s-dnanab.	kiu/l
3002434	1652291	s-dnanab.	kiu/l
3002480	2274	u-pb	µmol/l
3002481	9612	u-cakre	NA
3002482	4439	-mypnnho	binary
3002523	4415	-infaag	binary
3002529	2935	b-xkoe	binary
3002529	102935	b-xkoe	binary
3002529	600791	b-xkoe	binary
3002529	617052	b-xkoe	binary
3002529	614663	b-xkoe	binary
3002529	647944	b-xkoe	binary
3002529	620418	b-xkoe	binary
3002529	602284	b-xkoe	binary
3002529	623519	b-xkoe	binary
3002568	6091	p-fakb	g/l
3002568	6091	p-fakb	binary
3002568	6091	p-fakb	NA
3002582	1344	u-eryt	e6/l
3002582	1344	u-eryt	binary
3002582	11344	u-eryt	e6/l
3002582	711	u-eryt	e6/l
3002582	377	u-eryt	e6/l
3002582	615356	u-eryt	e6/l
3002582	8366	u-eryt	e6/l
3002582	569	u-eryt	e6/l
3002582	621	u-eryt	u/field
3002582	633073	u-eryt	e6/l
3002582	1101344	u-eryt	binary
3002582	1344	u-eryt	u/field
3002582	381	u-eryt	e6/l
3002582	2101344	u-eryt	binary
3002582	711	u-eryt	binary
3002582	615356	u-eryt	binary
3002582	1344	u-eryt	form
3002582	121	u-eryt	NA
3002582	121	u-eryt	u/field
3002582	101344	u-eryt	binary
3002582	606690	u-eryt	e6/l
3002582	618957	u-eryt	e6/l
3002582	606690	u-eryt	binary
3002582	1615356	u-eryt	e6/l
3002582	1344	u-eryt	NA
3002582	604502	u-eryt	e6/l
3002582	603952	u-eryt	e6/l
3002582	121	u-eryt	binary
3002582	615411	u-eryt	e6/l
3002582	101344	u-eryt	e6/l
3002582	633073	u-eryt	binary
3002582	10017289	u-eryt	e6/l
3002582	1615356	u-eryt	binary
3002582	6008	u-eryt	u/field
3002582	3001344	u-eryt	u/field
3002582	10029	u-eryt	e6/l
3002582	569	u-eryt	e6/l
3002582	340	u-eryt	NA
3002582	8366	u-eryt	binary
3002582	293	u-eryt	NA
3002582	1344	u-eryt	u
3002582	720	u-eryt	e6/l
3002582	569	u-eryt	binary
3002582	647232	u-eryt	binary
3002582	6008	u-eryt	binary
3002582	377	u-eryt	binary
3002582	10005	u-eryt	u/field
3002582	618957	u-eryt	binary
3002582	381	u-eryt	u/field
3002582	625459	u-eryt	binary
3002582	8950	u-eryt	u/field
3002582	603655	u-eryt	binary
3002582	377	u-eryt	NA
3002582	8366	u-eryt	NA
3002582	606699	u-eryt	u/field
3002582	381	u-eryt	binary
3002582	618011	u-eryt	binary
3002582	381	u-eryt	NA
3002582	akiosa0003	u-eryt	NA
3002582	606699	u-eryt	binary
3002582	340	u-eryt	binary
3002582	11344	u-eryt	binary
3002619	1156	-baktvi	binary
3002719	1555	u-hb	NA
3002719	1555	u-hb	mg/l
3002719	1555	u-hb	binary
3002814	2777	s-trspab	od
3002814	2777	s-trspab	binary
3002823	1897	li-mypnabg	eiu
3002823	1897	li-mypnabg	binary
3003031	4101	s-cdt	%
3003031	617036	s-cdt	%
3003031	4101	s-cdt	binary
3003031	104101	s-cdt	%
3003031	6004101	s-cdt	%
3003031	3004101	s-cdt	%
3003031	3004101	s-cdt	binary
3003031	1600074	s-cdt	%
3003031	617036	s-cdt	binary
3003031	2104101	s-cdt	binary
3003031	4101	s-cdt	NA
3003031	601933	s-cdt	%
3003031	1004101	s-cdt	binary
3003031	6004101	s-cdt	binary
3003031	1104101	s-cdt	binary
3003031	4101	s-cdt	u/l
3003031	104101	s-cdt	binary
3003031	614887	s-cdt	%
3003031	7028923	s-cdt	%
3003031	603424	s-cdt	%
3003031	603661	s-cdt	%
3003031	628870	s-cdt	%
3003031	601933	s-cdt	binary
3003031	614887	s-cdt	binary
3003031	2630654	s-cdt	binary
3003031	603424	s-cdt	binary
3003031	1600074	s-cdt	binary
3003031	4101	s-cdt	form
3003031	603661	s-cdt	binary
3003101	3341	f-antitry	µg/g
3003101	3341	f-antitry	binary
3003157	3514	mm-hygvi	binary
3003171	1037	s-aldos-p	pmol/l
3003171	3001037	s-aldos-p	pmol/l
3003171	2101037	s-aldos-p	pmol/l
3003171	1037	s-aldos-p	binary
3003171	1101037	s-aldos-p	pmol/l
3003171	101037	s-aldos-p	pmol/l
3003181	2386	u-na	mmol/l
3003181	3002386	u-na	mmol/l
3003181	555	u-na	mmol/l
3003181	2386	u-na	binary
3003181	6002386	u-na	mmol/l
3003181	102386	u-na	mmol/l
3003181	1102386	u-na	mmol/l
3003181	2102386	u-na	mmol/l
3003181	1002386	u-na	mmol/l
3003181	618171	u-na	mmol/l
3003181	602828	u-na	mmol/l
3003181	2386	u-na	NA
3003181	4002386	u-na	mmol/l
3003191	3449	s-hcg-o	binary
3003191	3003449	s-hcg-o	binary
3003191	103449	s-hcg-o	binary
3003191	1604244	s-hcg-o	binary
3003191	1103449	s-hcg-o	binary
3003191	2103449	s-hcg-o	binary
3003197	6006	pt-fvspio	binary
3003197	6006	pt-fvspio	form
3003220	4467	s-vzvabg	eiu
3003220	4467	s-vzvabg	miu/ml
3003220	4467	s-vzvabg	iu/l
3003220	4467	s-vzvabg	binary
3003220	4467	s-vzvabg	NA
3003220	3004467	s-vzvabg	eiu
3003220	6004467	s-vzvabg	iu/l
3003220	4467	s-vzvabg	u/l
3003220	9221	s-vzvabg	eiu
3003220	2104467	s-vzvabg	eiu
3003220	4467	s-vzvabg	index
3003220	601939	s-vzvabg	binary
3003220	1104467	s-vzvabg	eiu
3003220	602540	s-vzvabg	miu/ml
3003220	104467	s-vzvabg	binary
3003220	104467	s-vzvabg	eiu
3003220	601939	s-vzvabg	eiu
3003220	8837	s-vzvabg	eiu
3003220	9221	s-vzvabg	miu/ml
3003220	9221	s-vzvabg	binary
3003220	601939	s-vzvabg	miu/ml
3003220	609650	s-vzvabg	miu/ml
3003220	1623444	s-vzvabg	miu/ml
3003220	632151	s-vzvabg	miu/ml
3003220	600930	s-vzvabg	miu/ml
3003220	618757	s-vzvabg	binary
3003220	4467	s-vzvabg	titre
3003220	10010473	s-vzvabg	miu/ml
3003220	104467	s-vzvabg	miu/ml
3003220	8415	s-vzvabg	eiu
3003220	10010673	s-vzvabg	miu/ml
3003220	1104467	s-vzvabg	binary
3003220	4004467	s-vzvabg	eiu
3003220	4467	s-vzvabg	u/ml
3003220	602113	s-vzvabg	binary
3003245	1209	s-c1inh	g/l
3003245	3001209	s-c1inh	g/l
3003245	6001209	s-c1inh	g/l
3003245	1209	s-c1inh	binary
3003245	101209	s-c1inh	g/l
3003265	2313	s-lkmab	binary
3003265	2102313	s-lkmab	binary
3003265	2313	s-lkmab	titre
3003284	11313	s-p-anca	titre
3003284	11313	s-p-anca	binary
3003327	2455	f-para-o	binary
3003327	102455	f-para-o	binary
3003327	600843	f-para-o	binary
3003327	6002455	f-para-o	binary
3003327	600844	f-para-o	binary
3003327	1607290	f-para-o	binary
3003327	1612795	f-para-o	binary
3003327	612795	f-para-o	binary
3003327	602761	f-para-o	binary
3003327	624595	f-para-o	binary
3003327	2607290	f-para-o	binary
3003329	283	sy-mononuk	%
3003329	283	sy-lymf	%
3003329	283	sy-lymf	%
3003329	9790	sy-mononuk	%
3003329	283	sy-mononuk	%
3003329	517	sy-mononuk	%
3003329	3000283	sy-lymf	%
3003329	447	sy-mononuk	%
3003329	3000283	sy-mononuk	%
3003329	9013	sy-lymf	%
3003329	632307	sy-mononuk	%
3003338	1557	e-mchc	g/l
3003338	3001557	e-mchc	g/l
3003338	6001557	e-mchc	g/l
3003338	101557	e-mchc	g/l
3003338	1557	e-mchc	binary
3003338	3629413	e-mchc	g/l
3003338	3001557	e-mchc	binary
3003338	2629413	e-mchc	g/l
3003338	1629413	e-mchc	g/l
3003338	486	e-mchc	g/l
3003338	1101557	e-mchc	g/l
3003338	6001557	e-mchc	binary
3003338	4001557	e-mchc	g/l
3003338	2629413	e-mchc	binary
3003338	1557	e-mchc	NA
3003338	101557	e-mchc	binary
3003338	628361	e-mchc	g/l
3003338	5001	e-mchc	g/l
3003338	11557	e-mchc	g/l
3003338	4001557	e-mchc	binary
3003338	100108	e-mchc	g/l
3003338	625379	e-mchc	g/l
3003338	3629413	e-mchc	binary
3003338	1557	e-mchc	form
3003338	6001557	e-mchc	NA
3003338	486	e-mchc	NA
3003338	1629413	e-mchc	binary
3003338	1101557	e-mchc	binary
3003338	101557	e-mchc	NA
3003338	628361	e-mchc	NA
3003338	1557	e-mchc	pg
3003338	1557	e-mchc	gil
3003338	1557	e-mchc	e9/l
3003338	1629413	e-mchc	NA
3003338	1557	e-mchc	e12/l
3003338	3001557	e-mchc	NA
3003396	150	ab-be	mmol/l
3003396	10734	ab-be	mmol/l
3003396	150	ab-be	binary
3003396	10734	ab-be	binary
3003434	2515	pf-prot	g/l
3003434	2515	pf-prot	binary
3003434	3002515	pf-prot	g/l
3003434	2515	pf-prot	NA
3003434	204	pf-prot	g/l
3003434	6002515	pf-prot	g/l
3003434	1102515	pf-prot	g/l
3003434	1002515	pf-prot	g/l
3003434	102515	pf-prot	g/l
3003458	1431	fp-pi	mmol/l
3003458	4595	p-pi	mmol/l
3003458	605252	p-pi	mmol/l
3003458	1432	fs-pi	mmol/l
3003458	1431	p-pi	mmol/l
3003458	4595	p-pi	binary
3003458	1431	fp-pi	binary
3003458	1605029	fp-pi	mmol/l
3003458	605252	p-pi	binary
3003458	1101431	fp-pi	mmol/l
3003458	101431	fp-pi	mmol/l
3003458	1001432	fp-pi	binary
3003458	3001431	fp-pi	mmol/l
3003458	3001431	fp-pi	binary
3003458	1605327	p-pi	mmol/l
3003458	604423	fp-pi	mmol/l
3003458	104595	fp-pi	mmol/l
3003458	2605327	p-pi	mmol/l
3003458	1001432	fp-pi	mmol/l
3003458	604423	fp-pi	binary
3003458	101432	fp-pi	mmol/l
3003458	1605029	fp-pi	binary
3003458	9002	s-pi	mmol/l
3003458	603201	p-pi	mmol/l
3003458	104595	p-pi	mmol/l
3003458	619247	p-pi	mmol/l
3003458	1432	p-pi	mmol/l
3003458	602845	p-pi	mmol/l
3003458	1432	fp-pi	mmol/l
3003458	603044	p-pi	mmol/l
3003458	605253	fp-pi	mmol/l
3003458	1605253	fp-pi	mmol/l
3003458	2101431	fp-pi	mmol/l
3003458	2605327	p-pi	binary
3003458	4595	fp-pi	mmol/l
3003458	101431	fp-pi	binary
3003458	605327	p-pi	binary
3003458	7010052	fp-pi	mmol/l
3003458	1431	fp-pi	NA
3003458	1605252	p-pi	mmol/l
3003458	605253	fp-pi	binary
3003458	602394	p-pi	mmol/l
3003458	2101431	fp-pi	binary
3003458	101432	fs-pi	mmol/l
3003458	1101431	fp-pi	binary
3003458	9002	s-pi	binary
3003458	603194	fp-pi	binary
3003458	1605252	p-pi	binary
3003458	1605253	fp-pi	binary
3003458	1431	p-pi	binary
3003458	7010052	fp-pi	binary
3003510	4816	u-ctgcnho	binary
3003510	4937	u-gcnho	binary
3003510	609891	u-ctgcnho	binary
3003510	617651	u-ctgcnho	binary
3003510	630957	u-ctgcnho	binary
3003510	3628615	u-gcnho	binary
3003510	648013	u-ctgcnho	binary
3003510	619802	u-ctgcnho	binary
3003510	2628615	u-gcnho	binary
3003510	621492	u-ctgcnho	binary
3003510	623363	u-ctgcnho	binary
3003510	623343	u-gcnho	binary
3003510	605853	u-ctgcnho	binary
3003510	1628615	u-gcnho	binary
3003510	637717	u-gcnho	binary
3003510	642783	u-gcnho	binary
3003510	616641	u-gcnho	binary
3003510	622095	u-ctgcnho	binary
3003510	617631	u-gcnho	binary
3003510	627738	u-ctgcnho	binary
3003510	4816	u-ctgcnho	µmol/l
3003510	632751	u-gcnho	binary
3003510	627518	u-gcnho	binary
3003510	623155	u-gcnho	binary
3003510	607122	u-ctgcnho	binary
3003510	623546	u-ctgcnho	binary
3003510	614764	u-gcnho	binary
3003510	638099	u-ctgcnho	binary
3003510	620738	u-ctgcnho	binary
3003510	618126	u-gcnho	binary
3003510	7353693	u-gcnho	binary
3003577	2271	b-pb	µmol/l
3003577	2271	b-pb	binary
3003577	102271	b-pb	µmol/l
3003577	2271	b-pb	NA
3003633	9672	s-ovomuke	u/ml
3003633	9672	s-ovomuke	binary
3003694	2951	e-aborh	binary
3003694	30084	e-aborh	binary
3003694	3002951	e-aborh	binary
3003694	605008	e-aborh	binary
3003694	102951	e-aborh	binary
3003694	602074	e-aborh	binary
3003694	617747	e-aborh	binary
3003694	3636276	e-aborh	binary
3003694	609214	e-aborh	binary
3003694	602247	e-aborh	binary
3003694	647945	e-aborh	binary
3003694	4055428	e-aborh	binary
3003694	1635077	e-aborh	binary
3003694	2606764	e-aborh	binary
3003694	3945755	e-aborh	binary
3003694	2645900	e-aborh	binary
3003694	623520	e-aborh	binary
3003694	617757	e-aborh	binary
3003694	623696	e-aborh	binary
3003694	1606764	e-aborh	binary
3003694	606764	e-aborh	binary
3003694	3635077	e-aborh	binary
3003740	4416	-infbag	binary
3003771	4377	p-at3ag	%
3003771	4377	p-at3-ag	%
3003785	2034	s-cea	µg/l
3003785	6363	p-cea	µg/l
3003785	2034	s-cea	binary
3003785	2034	p-cea	µg/l
3003785	3002034	s-cea	µg/l
3003785	102034	s-cea	µg/l
3003785	6363	p-cea	binary
3003785	102034	p-cea	µg/l
3003785	3002034	s-cea	binary
3003785	1102034	s-cea	µg/l
3003785	1002034	p-cea	binary
3003785	6002034	s-cea	µg/l
3003785	2102034	s-cea	µg/l
3003785	4002034	s-cea	µg/l
3003785	648786	p-cea	µg/l
3003785	102034	s-cea	binary
3003785	6002034	s-cea	binary
3003785	6363	p-cea	NA
3003785	644311	p-cea	µg/l
3003785	624169	p-cea	µg/l
3003785	627734	p-cea	µg/l
3003785	603246	s-cea	µg/l
3003785	629589	p-cea	µg/l
3003785	2034	p-cea	binary
3003785	4002034	s-cea	binary
3003785	10067096	p-cea	µg/l
3003785	629892	p-cea	µg/l
3003785	632353	p-cea	binary
3003785	1102034	p-cea	µg/l
3003785	632353	p-cea	µg/l
3003785	10067088	p-cea	µg/l
3003785	603246	s-cea	binary
3003785	102034	p-cea	binary
3003785	627734	p-cea	binary
3003785	629239	p-cea	µg/l
3003785	2034	s-cea	NA
3003785	626030	p-cea	binary
3003785	1102034	s-cea	binary
3003785	2102034	s-cea	binary
3003785	647629	s-cea	µg/l
3003843	7083	s-paprike	u/ml
3003843	7083	s-paprike	form
3003888	7009	s-timotee	u/ml
3003888	420	s-timotee	u/ml
3003888	53133	s-timotee	u/ml
3003888	901	s-timotee	u/ml
3003888	9302	s-timotee	u/ml
3003888	973	timotei	u/ml
3003888	7009	s-timotee	binary
3003888	1600032	s-timotee	u/ml
3003888	3009302	s-timotee	binary
3003888	3000420	s-timotee	u/ml
3003888	420	s-timotee	binary
3003888	1605146	s-timotee	u/ml
3003888	3836	s-timotee	u/ml
3003888	1605146	s-timotee	binary
3003888	9302	s-timotee	binary
3003888	2600032	s-timotee	u/ml
3003888	5001	s-timotee	u/ml
3003888	8205	s-timotee	u/ml
3003888	973	timotei	binary
3003888	9699	s-timotee	u/ml
3003888	3000420	s-timotee	binary
3003888	3009302	s-timotee	u/ml
3003888	600032	s-timotee	u/ml
3003888	605255	s-timotee	u/ml
3003888	605255	s-timotee	binary
3003888	641811	s-timotee	binary
3003888	53133	s-timotee	binary
3003888	10172	s-timotee	u/ml
3003888	10008	s-timotee	u/ml
3003888	4000420	s-timotee	u/ml
3003888	5001	s-timotee	binary
3003888	901	s-timotee	binary
3003888	543	s-timotee	u/ml
3003888	1000973	timotei	u/ml
3003888	1600032	s-timotee	binary
3003888	50010	s-timotee	u/ml
3003888	4000420	s-timotee	binary
3003888	10026	s-timotee	u/ml
3003888	600554	s-timotee	u/ml
3003888	9339	s-timotee	u/ml
3003888	10016	s-timotee	u/ml
3003888	7009	s-timotee	form
3003888	600554	s-timotee	binary
3003888	600628	timotei	u/ml
3003888	9699	s-timotee	binary
3003888	2600032	s-timotee	binary
3003888	10162	s-timotee	u/ml
3003888	10075	s-timotee	u/ml
3003888	10120	s-timotee	u/ml
3003888	7009	s-timotee	NA
3003888	8205	s-timotee	binary
3003888	632691	s-timotee	u/ml
3003888	10048	s-timotee	u/ml
3003888	5030	s-timotee	u/ml
3003888	1000973	s-timotee	binary
3003888	10079	s-timotee	u/ml
3003888	10240	s-timotee	u/ml
3003888	7010128	s-timotee	binary
3003888	625314	s-timotee	binary
3003888	625314	s-timotee	u/ml
3003888	10046	s-timotee	u/ml
3003888	305	s-timotee	u/ml
3003888	632691	s-timotee	binary
3003888	10121	timotei	u/ml
3003888	600032	s-timotee	binary
3003888	7010128	s-timotee	u/ml
3003888	5001	timotei	u/ml
3003932	8916	ua-pco2	kpa
3003932	50162	ua-pco2	kpa
3003932	75	ua-pco2	kpa
3003932	45220	ua-pco2	kpa
3003932	8916	ua-pco2	binary
3003985	4854	p-ohbutyr	mmol/l
3003985	4513	p-ohbut	mmol/l
3003985	4854	p-ohbutyr	binary
3003985	4513	p-ohbutyr	mmol/l
3003985	1174	fs-ohbutyr	mmol/l
3003985	1174	p-ohbutyr	mmol/l
3003985	4854	p-ohbutyr	nmol/l
3003985	646026	p-ohbutyr	mmol/l
3003985	4513	p-ohbut	binary
3003985	1605028	p-ohbutyr	mmol/l
3004119	20332	vb-hb	g/l
3004119	5388	vb-hb	g/l
3004119	10092	vb-hb	g/l
3004119	4950	vb-hb	g/l
3004119	9463	vb-hb	g/l
3004119	86	vb-hb	g/l
3004119	20598	vb-hblask	g/l
3004119	20332	vb-hb	binary
3004119	616662	vb-hb	g/l
3004149	1228	du-dala	µmol/24h
3004149	1228	du-dala	µmol
3004248	2737	s-shbg	nmol/l
3004248	3002737	s-shbg	nmol/l
3004248	648	s-shbg	nmol/l
3004248	6002737	s-shbg	nmol/l
3004248	1102737	s-shbg	nmol/l
3004248	7368542	s-shbg	nmol/l
3004248	2737	s-shbg	binary
3004248	102737	s-shbg	nmol/l
3004248	2102737	s-shbg	nmol/l
3004248	9271	s-shbg	nmol/l
3004248	574	s-shbg	nmol/l
3004248	2737	s-shbg	NA
3004248	603375	s-shbg	nmol/l
3004248	604250	s-shbg	nmol/l
3004248	10109	s-shbg	nmol/l
3004248	4002737	s-shbg	nmol/l
3004248	1650031	s-shbg	nmol/l
3004248	2737	s-shbg	pmol/l
3004248	2737	s-shbg	g/l
3004268	2521	li-prot-fr	binary
3004269	3832	du-iglck	mg
3004269	3832	du-iglck	mg/24h
3004269	3832	du-iglck	g
3004280	1036	s-aldos-m	pmol/l
3004282	4282	s-tnf	ng/l
3004282	4282	s-tnf	binary
3004347	3521	s-hdvab	binary
3004383	10721	s-c-anca	titre
3004383	10721	s-c-anca	binary
3004409	2704	p-fx	%
3004409	2704	p-fx	binary
3004409	3002704	p-fx	%
3004409	7355687	p-fx	%
3004409	2704	p-fx	NA
3004409	42704	p-fx	%
3004409	314	p-fx	%
3004409	1630257	p-fx	%
3004409	9574	p-fx	%
3004409	624071	p-fx	%
3004409	102704	p-fx	%
3004410	6128	b-hba1c	mmol/mol
3004410	1560	b-ghb-a1c	%
3004410	1560	b-hb-a1c	%
3004410	6128	b-hba1c	binary
3004410	650105	b-hba1c	mmol/mol
3004410	7036281	b-hba1c	mmol/mol
3004410	607918	b-hba1c	binary
3004410	101560	b-ghb-a1c	%
3004410	6128	b-hb-a1c	mmol/mol
3004410	650105	b-hba1c	binary
3004410	2897005	b-hba1c	mmol/mol
3004410	1101560	b-ghb-a1c	%
3004410	620426	b-hba1c	binary
3004410	606591	b-hba1c	mmol/mol
3004410	3001560	b-ghb-a1c	binary
3004410	1560	b-ghb-a1c	binary
3004410	614611	b-hba1c	mmol/mol
3004410	604112	b-hba1c	mmol/mol
3004410	1624667	b-hba1c	mmol/mol
3004410	7037277	b-hba1c	mmol/mol
3004410	1560	b-hb-a1c	mmol/mol
3004410	623017	b-hba1c	mmol/mol
3004410	7037277	b-hba1c	binary
3004410	1605248	b-hb-a1c	binary
3004410	2101560	b-ghb-a1c	%
